url,title,category,matched_title,number
https://cdn-akamai.6connex.com/645/1827//Pak_OHBMPoster_15922395622356479.pdf,Neurophysiological abnormalities in PTSD during working-memory processing,Disorders of the Nervous System,Neurophysiological abnormalities in post-traumatic stress disorder during working-memory processing,432
https://cdn-akamai.6connex.com/645/1827//OHBM2020poster_GFA_15922396312838697.pdf,A Bayesian approach to link brain imaging to behaviour in incomplete data sets,Modeling and Analysis Methods,A hierarchical Bayesian approach to link brain imaging to behaviour in incomplete datasets,1647
https://cdn-akamai.6connex.com/645/1827//OHBM2020-DMN_dysfunction_mTBIvsAD_15922396493304867.pdf,Default mode network dysfunction in geriatric mild TBI vs. Alzheimer's disease,Disorders of the Nervous System,Default mode network dysfunction in geriatric mild traumatic brain injury vs. Alzheimer's disease,984
https://cdn-akamai.6connex.com/645/1827//Julia_OHBM_Poster_Final_2_15922396843676534.pdf,Preterm Brain Network Efficiency at Term Correlates with Early Motor Development,"Perception, Attention and Motor Behavior",Preterm Brain Network Efficiency Correlates with Early Motor Development and Diseases of Prematurity,1664
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_IsabelDavid_JMM2_Bel2_15922447450065436.pdf,Neuroimaging data from multiple sources in PRoNTo v3.0: face processing,Modeling and Analysis Methods,Neuroimaging data from multiple sources in PRoNTo v3.0: spatiotemporal patterns of face processing.,2284
https://cdn-akamai.6connex.com/645/1827//Arithmetic_in_the_developing_bilingual_brain_15922397006303522.pdf,Arithmetic in the developing bilingual brain,Language,Arithmetic in the developing bilingual brain,977
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_DF_Virtual_15922403631809395.pdf,ALE and the problem of identifying subject-specific networks,Modeling and Analysis Methods,ALE and the problem of identifying subject-specific networks: Graph theoretic characterization,1435
https://cdn-akamai.6connex.com/645/1827//Poster_15922397519353236.pdf,Does global signal regression remove alpha power fluctuations? An EEG-fMRI study,Modeling and Analysis Methods,Does global signal regression remove alpha power fluctuations? An EEG-fMRI study in humans at rest,1498
https://cdn-akamai.6connex.com/645/1827//OHBM.2020.EJR.Poster.Final_15922397972873824.pdf,Neural correspondence of primary and secondary reward processing in children,"Emotion, Motivation and Social Neuroscience",Neural correspondence of primary and secondary reward processing in typically developing children,986
https://cdn-akamai.6connex.com/645/1827//PosterOHBM2020_RubenSR_15922398082099412.pdf,Directed activity flow: Directed connectivity improves causal interpretation,Modeling and Analysis Methods,Directed activity flow: Directed connectivity improves causal interpretation of predictive models,1753
https://cdn-akamai.6connex.com/645/1827//OHBM2020_SufangLi_final_15922398279725993.pdf,Neural response to attentional state modulation is sensitive to development and ,Lifespan Development,Neural response to attentional state modulation is sensitive to development and trait inattention,2027
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM_RKPai_15922402853165691.pdf,Aiding modeling in AD research: publishing simulation-ready ADNI derivatives,Neuroinformatics and Data Sharing,Aiding computational modeling in Alzheimer's research: publishing simulation-ready ADNI derivatives,1949
https://cdn-akamai.6connex.com/645/1827//EPoster_OHBM_Schifani_15922398839073917.pdf,Neuritic Architecture Relates to Functional Brain Activity,Novel Imaging Acquisition Methods,Neuritic Architecture Relates to Functional Brain Activity,2066
https://cdn-akamai.6connex.com/645/1827//OHBM2020-vigMNTemp_v3_15922398863773021.pdf,A low-rank MinNorm template for estimation of vigilance fluctuations in rsfMRI,Modeling and Analysis Methods,A low-rank minimum norm template for estimation of vigilance fluctuations in resting-state fMRI,1238
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_15922398956552305.pdf,Alteration of Frontal-Executive and Corticolimbic Circuits in LLD and ADRD,Disorders of the Nervous System,Alteration of Frontal-Executive and Corticolimbic Circuits in Late-Life Depression and Relationship,472
https://cdn-akamai.6connex.com/645/1827//ohbm_poster_copy_15922399069796708.pdf,Tensor factorization based identification of brain subnetwork level correlates o,Modeling and Analysis Methods,Tensor factorization based identification of brain subnetwork level correlates of clinical measures.,1518
https://cdn-akamai.6connex.com/645/1827//niflow_ohbm_poster_15922399120429567.pdf,Niflows: making neuroimaging tools and analyses FAIR,Neuroinformatics and Data Sharing,Niflows: making neuroimaging tools and analyses FAIR,1969
https://cdn-akamai.6connex.com/645/1827//Characterization_of_hippocampal_formation_in_diffusion_weighted_15922399574583198.pdf,Characterization of the Hippocampal Formation in Diffusion Weighted Imaging,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Characterization of the hippocampal formation using diffusion-weighted imaging,1886
https://cdn-akamai.6connex.com/645/1827//DNadin_OHBM_tDCS_15922399704324858.pdf,Assessing Brain Network Effects of Targeted tDCS,Brain Simulation,Assessing Brain Network Effects of Targeted Transcranial Direct Current Stimulation,64
https://cdn-akamai.6connex.com/645/1827//ABortel_OHBM_2020_Poster_15922400012049691.pdf,"Dexmedetomidine, used  to study neurovascular coupling, induces seizures in rats","Neuroanatomy, Physiology, Metabolism and Neurotransmission","Dexmedetomidine, used for studying neurovascular coupling, induces seizures in rats but not in mice.",2341
https://cdn-akamai.6connex.com/645/1827//OHBM2020_DBS_Poster_PRELIM_15922400341691038.pdf,"DBS Modeling with Boundary Element Fast Multipole Method: Formulation, Test, and",Modeling and Analysis Methods,"DBS Modeling with Boundary Element Fast Multipole Method: Formulation, Test, and a Numerical Example",16
https://cdn-akamai.6connex.com/645/1827//OHBM2020_DS_15922400432594932.pdf,Priors-assisted Meyer’s loop tractography and post-surgical visual field deficit,Novel Imaging Acquisition Methods,Correlation of priors-assisted Meyerâ€™s loop tractography with post-surgical visual field deficit,1884
https://cdn-akamai.6connex.com/645/1827//Poster_LPV_version2_159233081710552.pdf,Depth-cue invariance as a fundamental principle of visual object recognition,Higher Cognitive Functions,Depth-cue invariance as a fundamental principle of visual object recognition,2271
https://cdn-akamai.6connex.com/645/1827//OHBM_Interconnected_Effects_of_In-Scanner_Head_Motion_Sabine_Final_15922400773264607.pdf,Effects of In-Scanner Head Motion and ADHD Diagnosis on White Matter Integrity,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Interconnected Effects of In-Scanner Head Motion and ADHD Diagnosis on White Matter Integrity,1593
https://cdn-akamai.6connex.com/645/1827//qdecr_lmm_15922400814109783.pdf,Vertex-wise mixed modeling using QDECR,Modeling and Analysis Methods,Vertex-wise mixed modeling using QDECR,1643
https://cdn-akamai.6connex.com/645/1827//Rushmore_OHBM_2020.opt2_15922400890491986.pdf,An Open Science Approach to Manual Neuroanatomical Labeling,Neuroinformatics and Data Sharing,An Open Science Approach to Manual Neuroanatomical Labeling,1968
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_Poster_ASD_Sensory-Motor_Int__SRS__RRBs_portrait_15922401040435324.pdf,Autism Symptoms and Sensory Abnormalities: Their Relationship and Underlying Fun,Disorders of the Nervous System,Autism Symptoms and Sensory Abnormalities: Their Relationship and Underlying Functional Connectivity,492
https://cdn-akamai.6connex.com/645/1827//DB_OHBM2020_15922401311854737.pdf,Gene-brain-behavior continuums across neurodegenerative disorders in ONDRI,Disorders of the Nervous System,Gene-brain-behavior continuums across neurodegenerative disorders in ONDRI,220
https://cdn-akamai.6connex.com/645/1827//Heckner_OHBM_2020_15922407345016042.pdf,Age Differences in Predicting Executive Functioning from Neuroimaging Data,Higher Cognitive Functions,Age Differences in Predicting Executive Functioning from Structural and Functional Neuroimaging Data,652
https://cdn-akamai.6connex.com/645/1827//obai-ali_ohbm-2020_u2_1592318151807211.pdf,"Glial glutamate regulation, critical determinant of whole brain physiology",Modeling and Analysis Methods,"Glial glutamate regulation, critical determinant of whole brain physiology: a computational study",1053
https://cdn-akamai.6connex.com/645/1827//DASH_OHBM2020_poster_FINAL_15922401431729163.pdf,Cortisol Effects on Functional Connectivity in Women with Depression,"Emotion, Motivation and Social Neuroscience",Cortisol Effects on Brain Functional Connectivity during Emotion Processing in Women with Depression,441
https://cdn-akamai.6connex.com/645/1827//Poster_2020_poster1_15922401645609098.pdf,Informing intrinsic effective connectivity during task fMRI from resting state,Modeling and Analysis Methods,Informing intrinsic effective connectivity during task fMRI using resting state DCM estimates,1453
https://cdn-akamai.6connex.com/645/1827//2020OHBM_poster_LJHyeon_modality_20jun15_15922401763876201.pdf,Investigation of Multimodality from Unimodal Classification Using DNN:Image&Text,Modeling and Analysis Methods,Investigation of Multimodality from Unimodal Classification Using Deep Neural Network: Image & Text,2222
https://cdn-akamai.6connex.com/645/1827//areshenk_ohbm2020_15922401829906291.pdf,Predicting depth of sedation from latent structure in whole-brain networks,"Perception, Attention and Motor Behavior",Predicting depth of sedation from latent structure in whole-brain cortical networks,2289
https://cdn-akamai.6connex.com/645/1827//OHBM2020_15922561188831933.pdf,Comparison of the motor-hand area morphology in Great Apes,Modeling and Analysis Methods,Comparison of the motor-hand area morphology in Great Apes,1639
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_15922402105958189.pdf,Hemodynamic changes of common EEG patterns in critically ill patients: a pilot E,Disorders of the Nervous System,Hemodynamic changes of common EEG patterns in critically ill patients: a pilot EEG-fNIRS study,2339
https://cdn-akamai.6connex.com/645/1827//Steiner_OHBM2020_poster_final_15922402266869311.pdf,Modulation of amygdala activity and amyg-cortical connectivity by dynamic voices,Language,Modulation of amygdala activity and amygdalo-cortical connectivity by dynamic affective vocalization,731
https://cdn-akamai.6connex.com/645/1827//Tongetal_OHBM2020_15922402861485561.pdf,Resting State Connectivity in Binge Drinkers with and without Marijuana Use,Modeling and Analysis Methods,Resting State Functional Connectivity in Binge Drinkers with and without Marijuana Use,1347
https://cdn-akamai.6connex.com/645/1827//2020-efficientCodingEconomicsConnectomics_15922402939659395.pdf,Efficient Coding in the Economics of Human Brain Connectomics,Higher Cognitive Functions,Efficient Coding in the Economics of Human Brain Connectomics,1086
https://cdn-akamai.6connex.com/645/1827//Poster_2020_poster2_15922403173841159.pdf,A small-scale explorative study on resting state effective connectivity in AD,Disorders of the Nervous System,A small-scale explorative study on resting state effective connectivity in Alzheimer's disease,279
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Poster_20200619_15925894891038742.pdf,Imbalanced Dual Systems of Decision Making in Healthy Older Adults and Stroke,Disorders of the Nervous System,Imbalanced Dual Systems of Decision Making in Stroke,295
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM_15922403219117056.pdf,Evaluation of confound regression strategies for denoising in-utero resting-stat,Modeling and Analysis Methods,Evaluation of confound regression strategies for denoising in utero resting-state functional MRI,1662
https://cdn-akamai.6connex.com/645/1827//DCole_Poster_UZH_v3_15924106515031049.pdf,Effects of chronic cocaine use on frontostriatal functional connectivity,Disorders of the Nervous System,Effects of chronic cocaine use on frontostriatal functional connectivity: a longitudinal study,373
https://cdn-akamai.6connex.com/645/1827//ohbm2020posterOfficialFinal_15922403340572964.pdf,A sequence of activity across thalamic nuclei occurs at arousal from NREM sleep,"Perception, Attention and Motor Behavior",A sequence of activity across thalamic nuclei occurs at arousal from NREM sleep,2305
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_15922403556273092.pdf,Dynamic Resting State Functional Connectivity using the Network Diffusion,Modeling and Analysis Methods,Dynamic Resting State Functional Connectivity Analysis using the Network Diffusion Model,1695
